pk_id_milestone,version,date_from,date_to,"pk",milestone_id,"milestone_title",milestone_year,"outcome_description",outcome_target_year
181,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18554_189",18554,"Global array refined based on preliminary results to capture major TPEs (target populations of environments of breeding programs) and major climate trend scenarios",2018,"Predicted global rice production risks used to guide development and targeting of climate change-adapted technologies at least for the most vulnerable rice agroecosystems",2022
182,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18564_189",18564,"(i) Phenotyping facilities and network up and running in at least 60% of the target sites, (ii) new HTP platforms established at Mbé (HTP field-based), CIAT PALMIRA, and IRRI, (iii) Efficient reporting (data acquisition, quality control, annual reports, etc.) mechanisms/tools are in place mechanisms/tools are in place ",2018,"A functional global phenotyping network composed of 30% non-CRP partners (including self-sponsored), and genetic donors (>10) and ideotypes (2-4) adopted by breeding programs to develop climate-smart rice varieties",2022
183,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18574_189",18574,"Spatial distribution of pests and diseases and deployment of available isolines completed in at least 60% of the target sites",2018,"Characterized pathogens populations and diversity used to predict varietal deployment for at least 3 major rice diseases",2022
184,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18584_189",18584,"Value added to candidate genes from Global Phenotyping Network GWAS through postGWAS analyses with data curated.",2018,"At least 5 major QTLs/genes that are stable across environment and management, for all rice mega-environments, integrated in the respective varietal development pipelines",2022
185,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18594_189",18594,"(1) Data analysis tools: a) GWAS pipeline - a data analysis tool available to users through IRRI Galaxy. (b) Genotype imputation tools available through IRRI Galaxy environment). (c) haplotype clustering and visualization tools. (2) Datasets: (a) imputed data for most used genomic datasets (e.g. 3K, HDRA (b) haplotype database for all/major rice genes based on 3K and HDRA data. ",2018,"A functional rice data hub providing open access phenotypic and genotypic information and data analysis tools for users worldwide",2022
186,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18604_189",18604,"20% of targeted traits/donors/QTLs/genes identification achieved",2018,"Rice diversity in rice gene banks used globally for identification of traits and discovery of new genes",2022
187,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18614_189",18614,"Models and computational methods to characterize inter(sub) specific mosaic structure of rice genomes and its impact on traits transmission",2018,"Novel tools for precision biotech breeding based on genetic diversity shared open access and globally",2022
188,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18624_189",18624,"25-50 New rice varieties for intensive system",2018,"New rice varieties resulting in 1.3 % genetic gain in intensive systems",2022
189,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18634_189",18634,"Genes conferring tolerance of submergence, stagnant flooding, salinity, high/low temperatures, iron toxicity, drought, and blast conferred to elite backgrounds; initial elite lines nominated for release",2018,"Rice varieties with 20, 15, 10% reduction in yield loss caused by factors induced by climate change, in mega deltas, rainfed lowlands, and uplands, respectively",2022
190,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18644_189",18644,"Novel tools and processes to capture specialty traits developed at key action sites to minimize chalk, enhance head rice recovery, capture cooking quality",2018,"High quality and high nutritious rice varieties that are preferred by men and women farmers and consumers",2022
191,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18654_189",18654,"One line with a basic C4 pathway with at least 20% enhanced photosynthetic rate and improved biomass production fed to FP4 for validation of genetic gain from C4",2018,"Prototype C4 rice lines with increased yield potential available",2022
192,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18882_189",18882,"Adoption and impact studies on NRM technologies and/or varieties - rolling plan based on progress of technologies along the
impact pathway",2018,"Impacts and adoption of RICE technologies assessed",2022
193,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"1995_56",1995,"National/sub-national initiatives incorporate flood insurance products in DRR risk financing solutions in collaboration with insurance industry and, governments",2018,"8 of million farm households with improved access to capital, with increased benefits for women (millions)",2022
194,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"19_56",19,"Training materials are developed and workshops held to strengthen national/state capacities for scenario-based strategic planning, as well as targeted materials for other partner organisations (e.g. NGOs) developed (linked to CoA 1.2)",2018,"# of policy decisions taken (in part) based on engagement and information dissemination by CCAFS",2022
195,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2008_56",2008,"Scaling of weather-related agricultural insurance in WA.",2018,"8 of million farm households with improved access to capital, with increased benefits for women (millions)",2022
196,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2099_56",2099,"National/sub-national initiatives incorporate flood insurance products in DRR risk financing solutions in collaboration with insurance industry and, governments",2018,"8 of million farm households with improved access to capital, with increased benefits for women (millions)",2022
197,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2112_56",2112,"Scaling of weather-related agricultural insurance in WA.",2018,"8 of million farm households with improved access to capital, with increased benefits for women (millions)",2022
198,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2190_56",2190,"Index-based insurance services developed in SA, EA  New online gridded climate information for agriculture in WA  development of climate-related rubber tapping advisory system in Laos.",2018,"# institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
199,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2203_56",2203,"Services piloted in 2017 are strengthened, scaled up, evaluated: gender-targeted agro-climatic information system in SEA, agro-advisories for rice in Vietnam, strengthened equitable advisory services and public-private business models in WA, expanded communication channels for rural climate services in LAM.",2018,"# institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
200,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2268_56",2268,"NMS and regional climate institutions implement new climate information or climate-related early warning products/platforms targeting agricultural decision-makers, NARES, and other farmer intermediary organizations implement new participatory and ICT-based communication channels scaled up for rural climate services",2018,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
201,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2398_56",2398,"Science-policy engagement processes, guidance policy briefs inform new climate service investments in CCAFS regions",2018,"$ USD new investments by state, national, regional and global agencies, informed by CCAFS science and engagement",2022
202,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2411_56",2411,"CCAFS cost-benefit analyses, methods, guidance integrated into ACPC guidance to Africa-focused climate service investors",2018,"$ USD new investments by state, national, regional and global agencies, informed by CCAFS science and engagement",2022
203,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2528_56",2528,"Based on assessment of current FP4 project portfolio and opportunities, an adjusted project portfolio will target research and engagement that will lead to increased efforts, by at least 10 additional development organizations, to increase women's participation in decision-making about climate services and safety nets.",2018,"20 of development organizations adapting their plans and directing investment to increase women's access to, and control over, productive assets and resources through gender-sensitive climate-based advisories and safety nets",2022
204,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"25330_65",25330,"2.1.1. Communities of Practice around topics of geospatial data, socioeconomic data, ontologies, data-driven agronomy, livestock data for development and crop modelling, produce outputs addressing key constraints of the sector and establish CoP networks.",2018,"2.1. CGIAR is more broadly engaged in big data community.",2022
205,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"25596_66",25596,"NARS linkage coordinator and Product Manager hired",2018,"Creation of clear product profiles, a stage gate process “from breeding cross-to-farm”, and appropriate breeding schemes commensurate with level of investment, best practices and tools available results in accelerated breeding cycles and rates of genetic gain per unit time that are 25% greater than current approaches. ",2022
